1.0000,1.5619
2.0000,1.5298
3.0000,1.3982
4.0000,1.3314
5.0000,1.2841
6.0000,1.2372
7.0000,1.1751
8.0000,1.1938
9.0000,1.1664
10.0000,1.1237
11.0000,1.1311
12.0000,1.0797
13.0000,1.0577
14.0000,1.0220
15.0000,1.0194
16.0000,0.9723
17.0000,0.9429
18.0000,0.9159
19.0000,0.9362
20.0000,0.8332
21.0000,0.8500
22.0000,0.8608
23.0000,0.8075
24.0000,0.7909
25.0000,0.7532
26.0000,0.7098
27.0000,0.6727
28.0000,0.6653
29.0000,0.6589
30.0000,0.6497
31.0000,0.6741
32.0000,0.6492
33.0000,0.5765
34.0000,0.5994
35.0000,0.5661
36.0000,0.5428
37.0000,0.5605
38.0000,0.4966
39.0000,0.4817
40.0000,0.5014
41.0000,0.4693
42.0000,0.4181
43.0000,0.4150
44.0000,0.3721
45.0000,0.3538
46.0000,0.3662
47.0000,0.3703
48.0000,0.3803
49.0000,0.3079
50.0000,0.3152
51.0000,0.3118
52.0000,0.2897
53.0000,0.2524
54.0000,0.2873
55.0000,0.2732
56.0000,0.2623
57.0000,0.2185
58.0000,0.2335
59.0000,0.2224
60.0000,0.2189
61.0000,0.2156
62.0000,0.1971
63.0000,0.1976
64.0000,0.1854
65.0000,0.1802
66.0000,0.1647
67.0000,0.1692
68.0000,0.1554
69.0000,0.1474
70.0000,0.1418
71.0000,0.1447
72.0000,0.1340
73.0000,0.1431
74.0000,0.1256
75.0000,0.1259
76.0000,0.1101
77.0000,0.1240
78.0000,0.1133
79.0000,0.1074
80.0000,0.1033
81.0000,0.1028
82.0000,0.1180
83.0000,0.0947
84.0000,0.1004
85.0000,0.0973
86.0000,0.0877
87.0000,0.0792
88.0000,0.0782
89.0000,0.0842
90.0000,0.0804
91.0000,0.0784
92.0000,0.0746
93.0000,0.0679
94.0000,0.0663
95.0000,0.0740
96.0000,0.0652
97.0000,0.0678
98.0000,0.0700
99.0000,0.0704
100.0000,0.0648
101.0000,0.0643
102.0000,0.0653
103.0000,0.0656
104.0000,0.0683
105.0000,0.0618
106.0000,0.0549
107.0000,0.0507
108.0000,0.0607
109.0000,0.0547
110.0000,0.0506
111.0000,0.0568
112.0000,0.0492
113.0000,0.0473
114.0000,0.0572
115.0000,0.0431
116.0000,0.0491
117.0000,0.0444
118.0000,0.0473
119.0000,0.0369
120.0000,0.0443
121.0000,0.0414
122.0000,0.0418
123.0000,0.0428
124.0000,0.0390
125.0000,0.0390
126.0000,0.0315
127.0000,0.0491
128.0000,0.0383
129.0000,0.0361
130.0000,0.0436
131.0000,0.0327
132.0000,0.0330
133.0000,0.0407
134.0000,0.0327
135.0000,0.0360
136.0000,0.0234
137.0000,0.0280
138.0000,0.0381
139.0000,0.0277
140.0000,0.0314
141.0000,0.0333
142.0000,0.0277
143.0000,0.0295
144.0000,0.0303
145.0000,0.0280
146.0000,0.0286
147.0000,0.0310
148.0000,0.0313
149.0000,0.0289
150.0000,0.0281
151.0000,0.0306
152.0000,0.0283
153.0000,0.0291
154.0000,0.0287
155.0000,0.0255
156.0000,0.0249
157.0000,0.0274
158.0000,0.0294
159.0000,0.0252
160.0000,0.0182
161.0000,0.0292
162.0000,0.0221
163.0000,0.0231
164.0000,0.0300
165.0000,0.0218
166.0000,0.0205
167.0000,0.0215
168.0000,0.0221
169.0000,0.0234
170.0000,0.0262
171.0000,0.0212
172.0000,0.0225
173.0000,0.0217
174.0000,0.0228
175.0000,0.0201
176.0000,0.0185
177.0000,0.0242
178.0000,0.0208
179.0000,0.0196
180.0000,0.0211
181.0000,0.0191
182.0000,0.0184
183.0000,0.0212
184.0000,0.0176
185.0000,0.0180
186.0000,0.0222
187.0000,0.0172
188.0000,0.0171
189.0000,0.0205
190.0000,0.0179
191.0000,0.0175
192.0000,0.0204
193.0000,0.0204
194.0000,0.0178
195.0000,0.0155
196.0000,0.0198
197.0000,0.0151
198.0000,0.0174
199.0000,0.0157
200.0000,0.0166
201.0000,0.0250
202.0000,0.0176
203.0000,0.0136
204.0000,0.0206
205.0000,0.0160
206.0000,0.0152
207.0000,0.0186
208.0000,0.0157
209.0000,0.0137
210.0000,0.0122
211.0000,0.0130
212.0000,0.0139
213.0000,0.0193
214.0000,0.0155
215.0000,0.0133
216.0000,0.0107
217.0000,0.0140
218.0000,0.0151
219.0000,0.0161
220.0000,0.0130
221.0000,0.0123
222.0000,0.0149
223.0000,0.0140
224.0000,0.0123
225.0000,0.0135
226.0000,0.0113
227.0000,0.0173
228.0000,0.0156
229.0000,0.0152
230.0000,0.0124
231.0000,0.0145
232.0000,0.0125
233.0000,0.0149
234.0000,0.0112
235.0000,0.0140
236.0000,0.0139
237.0000,0.0158
238.0000,0.0120
239.0000,0.0135
240.0000,0.0118
241.0000,0.0134
242.0000,0.0113
243.0000,0.0128
244.0000,0.0112
245.0000,0.0134
246.0000,0.0116
247.0000,0.0139
248.0000,0.0122
249.0000,0.0111
250.0000,0.0657
251.0000,0.0117
252.0000,0.0107
253.0000,0.0105
254.0000,0.0119
